品种,开仓时间,开仓价,止损价,风险距离,平仓时间,平仓价,持仓天数,R,结果,平仓原因
BITCOIN,2023-07-24,29135.0,27113.5,2021.5,2025-01-25,105090.23,23,2.0,WIN,2R止盈
